retailer,product_name,ean_barcode,category,price_eur,price_date,collected_at,source
ALDI,1x Aldi 04.26 Kidneybohnen,4061458016988,plant based foods and beverages,0.79,2024-06-17,2026-08-30,open-prices
ALDI,ALDI ALL SEASONS Gehackte Tomate,4068706937774,plant based foods and beverages,0.69,2026-03-11,2026-08-30,open-prices
ALDI,"ALDI ALL SEASONS Kräuter im Beutel Italienische Kräuter, 75 g Aus der Tiefkühlung 0.95 Beutel 1kg 12.67€/9.50€/6.33€ 202",4061458003001,plant based foods and beverages,0.99,2025-05-28,2026-08-30,open-prices
ALDI,ALDI All Seasons Tomaten ganz Tomaten aus Italien; geschält 0.59€ 425-ml-Dose Liter = 1.39€,4068706937798,plant based foods and beverages,0.59,2026-03-07,2026-08-30,open-prices
ALDI,ALDI BIHOPHAR Blütenhonig-Spezialität Gelée Royale -33 % 4.99€ UVP 7.49€ 500-g-Glas 1kg = 9.98€,40555232,breakfasts,4.99,2026-05-07,2026-08-30,open-prices
ALDI,ALDI BIO Bio MEHL Dinkelmehl Vollkorn 1.25€ 1kg Packung 1kg 1.25€,4061459600636,plant based foods and beverages,1.35,2025-04-05,2026-08-30,open-prices
ALDI,"ALDI FAIR Rohrzucker, Fairtrade Fein Dauertiefpreis 1.49€ 500-g-Packung 1kg 2.98€",4061462220906,sweeteners,1.69,2024-06-17,2026-08-30,open-prices
ALDI,ALDI GEMÜSE Tasty Tom Mini-Rispentomaten 1.79€ 500g 1kg,29061914,plant based foods and beverages,2.39,2024-10-01,2026-08-30,open-prices
ALDI,ALDI Goldähren MEHL Dinkel Volkornmehl für dunkle Brote & Gebäcke dunkel & rustikal (dunkelblau) 1kg 1.19€,4061458131254,plant based foods and beverages,1.19,2025-04-17,2026-08-30,open-prices
ALDI,ALDI Grandessa confiture de fraise,4061458013642,plant based foods and beverages,1.49,2024-05-18,2026-08-30,open-prices
ALDI,ALDI Hafer-Heidi Haferbrot mit Leinsamen 1.89€ 450g Packung 1kg 4.20€,2009010234281,Lebensmittel,1.89,2024-10-12,2026-08-30,open-prices
ALDI,ALDI KING‘S CROWN Schältomaten ATG 240g,4061458016926,plant based foods and beverages,0.79,2024-06-17,2026-08-30,open-prices
ALDI,ALDI KÄSE MEINE KÄSETHEKE Bergkäse Original aus Österreichischer Bergkäse am Stück 3.99€ 350-g-Packung 1kg = 11.40€,4061459777338,dairies,3.99,2025-09-09,2026-08-30,open-prices
ALDI,ALDI MEINE KÄSETHEKE Appenzeller,4061458215787,dairies,3.29,2024-04-02,2026-08-30,open-prices
ALDI,ALDI Plattnektarinen Weißfleischig Klasse 1 Spanien 1.89€ 500g Packung 1kg 3.78€,2009010142173,Lebensmittel,1.99,2024-06-21,2026-08-30,open-prices
ALDI,"ALDI ROI DE TREFLE Käse Ziegenkäse-Spezialität  Ziegenfrischkäsetaler, 200 g Aus der Kühlung Dauertiefpreis 2.19€ Packun",4047247432801,dairies,1.99,2025-11-24,2026-08-30,open-prices
ALDI,ALDI SWEET VALLEY OBST  Ananas in Scheiben ohne Zuckerzusatz,4061459999075,plant based foods and beverages,1.79,2025-08-18,2026-08-30,open-prices
ALDI,ALDI Tesoros del Sur Jamón Serrano Schinken g.t.S. 240g 3.49€ 1kg 14.54€,4061458282901,meats and their products,3.99,2024-05-14,2026-08-30,open-prices
ALDI,Abraham Jamón Serrano Schinken,4061458016568,meats and their products,2.19,2024-04-02,2026-08-30,open-prices
ALDI,"Aldi A/Joghurt mild 3,5% Fett",4061458028813,dairies,0.99,2025-04-05,2026-08-30,open-prices
ALDI,Aldi Ananas,4061462606281,plant based foods and beverages,1.79,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Ananas-Direktsaft,4061458067645,beverages and beverages preparations,2.49,2024-10-01,2026-08-30,open-prices
ALDI,Aldi BIO Pure Bite raw,4061461247508,snacks,2.99,2025-05-20,2026-08-30,open-prices
ALDI,Aldi Baumkuchen - Vollmilchschokolade,4061458127400,snacks,4.49,2026-03-02,2026-08-30,open-prices
ALDI,Aldi Belgisches Butterwaffel Schokoladencremefüllung,4069365399569,snacks,1.49,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Bio Bio Walnusskerne,4061462183416,plant based foods and beverages,2.19,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Bio Eier,4061461524074,Lebensmittel,2.99,2025-11-27,2026-08-30,open-prices
ALDI,Aldi Bio Fusilli Weizen,4061461208127,plant based foods and beverages,0.85,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Bio Tempeh - Natur,4061462246746,plant based foods and beverages,2.99,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Bio-Brokkoli,4061462720826,plant based foods and beverages,1.69,2025-11-08,2026-08-30,open-prices
ALDI,Aldi Bio-Dinkelmehl Typ 630,4061459593778,plant based foods and beverages,1.35,2025-04-05,2026-08-30,open-prices
ALDI,Aldi Bio-Kokosjoghurt - Natur ungesüßt,4061463958150,plant based foods and beverages,1.35,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Bio-Kulturheidelbeeren,4061458273442,plant based foods and beverages,2.89,2025-11-13,2026-08-30,open-prices
ALDI,Aldi Bio-Müsli Klassik - Dinkel und Früchte,4061458007023,plant based foods and beverages,2.75,2024-04-25,2026-08-30,open-prices
ALDI,Aldi Bio-Müsli Klassik - Dinkel und Schoko,4061458181259,plant based foods and beverages,2.75,2024-05-18,2026-08-30,open-prices
ALDI,Aldi Bio-Quark - Vanille,4061458061865,dairies,0.85,2025-11-24,2026-08-30,open-prices
ALDI,Aldi Bio-Rispentomaten,4061458240628,plant based foods and beverages,1.99,2025-11-13,2026-08-30,open-prices
ALDI,Aldi Bio-Rote Bete Salat,4061462347788,plant based foods and beverages,0.79,2026-04-18,2026-08-30,open-prices
ALDI,Aldi Bio-Schlagsahne 30 % Fett,4061459194111,dairies,1.19,2025-11-08,2026-08-30,open-prices
ALDI,Aldi Bio-Speisemöhren,4061458244688,plant based foods and beverages,1.89,2024-02-08,2026-08-30,open-prices
ALDI,Aldi Bio-Zitronen,4061459167207,plant based foods and beverages,1.49,2026-04-17,2026-08-30,open-prices
ALDI,Aldi Blackstone Cream Liqueur,4061458044837,beverages and beverages preparations,5.49,2026-03-05,2026-08-30,open-prices
ALDI,Aldi Bourbon-Vanilleschoten,4061458069915,plant based foods and beverages,1.3,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Brauner Rohrzucker grob unraffiniert,4061462221026,sweeteners,1.69,2024-03-01,2026-08-30,open-prices
ALDI,Aldi Butter Milsani,4061458229326,dairies,1.99,2025-04-05,2026-08-30,open-prices
ALDI,Aldi Chips SALZ,4061458024631,plant based foods and beverages,1.09,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Cornichons,4061458004244,plant based foods and beverages,1.29,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Cracker Classic,4061459143621,snacks,1.49,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Doppelkeks Kakaocreme,4061461502799,snacks,1.79,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Edelbitter 90 % Cacao,4061462044809,snacks,1.49,2024-10-01,2026-08-30,open-prices
ALDI,Aldi Eier,4061458234696,eggs and their products,3.99,2026-08-01,2026-08-30,open-prices
ALDI,Aldi Eiskalte Kiste,4061461216047,desserts,1.99,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Essig,4061458019859,condiments,0.79,2024-06-21,2026-08-30,open-prices
ALDI,Aldi Feine Kleinkuchen Mandelhörnchen,4061458026116,snacks,2.49,2024-06-21,2026-08-30,open-prices
ALDI,Aldi Feine Nürnberger Oblaten-Lebkuchen Zartbitterschokolade,4061458109833,plant based foods and beverages,2.29,2024-10-01,2026-08-30,open-prices
ALDI,Aldi Feinherb,4047247273459,snacks,0.89,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Fraicho Käse,4088500784503,dairies,0.99,2026-03-11,2026-08-30,open-prices
ALDI,Aldi Französischer Weichkäse,4061458043229,dairies,1.79,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Frikadellen Klassik,4088500763171,meats and their products,3.19,2024-04-02,2026-08-30,open-prices
ALDI,Aldi Frische Eier aus Freilandhaltung,4061458240000,eggs and their products,2.99,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Frischei-Waffeln,4061458026215,snacks,1.39,2024-10-12,2026-08-30,open-prices
ALDI,Aldi Gebäckstangen - Käse,4061458058476,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Gebäckstangen - Meersalz,4061458058469,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Genießer-Fässchen mit weißem Balsamico,4061462842566,plant based foods and beverages,1.89,2025-08-18,2026-08-30,open-prices
ALDI,Aldi GrünerPfeffer Frischkäse,4047247197809,dairies,0.99,2026-03-11,2026-08-30,open-prices
ALDI,Aldi Hafer-Riegel Mandel & Karamell,4069365229309,snacks,1.29,2026-04-08,2026-08-30,open-prices
ALDI,Aldi Haferdrink ungesüßt,4061464811218,beverages and beverages preparations,0.9,2026-08-01,2026-08-30,open-prices
ALDI,Aldi Haferriegel Kakao,4069365229286,snacks,1.29,2026-04-08,2026-08-30,open-prices
ALDI,Aldi Haselnuss Vollmichschokolade,4061458042994,snacks,0.89,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Herzhafte Edelsalami geräuchert,4061458015219,meats and their products,1.49,2026-03-02,2026-08-30,open-prices
ALDI,Aldi Hi! Spice - Avocado,4061464973657,plant based foods and beverages,1.59,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Hirtenkäse in Würfeln mit Paprika und Chili,4061458045896,dairies,2.69,2026-03-27,2026-08-30,open-prices
ALDI,Aldi Hähnchenfleisch,4047247563697,Lebensmittel,2.99,2024-06-17,2026-08-30,open-prices
ALDI,Aldi Jodiertes Speisesalz,4061458025140,condiments,0.28,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Kirschen Sauerkirschen entsteint,4061458008198,plant based foods and beverages,3.19,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Kokosmilch fettreduziert,4061458070461,beverages and beverages preparations,1.19,2026-02-26,2026-08-30,open-prices
ALDI,Aldi Lagerbier Hell,4061458130745,beverages and beverages preparations,0.55,2026-01-08,2026-08-30,open-prices
ALDI,Aldi Linsen-Chips - Sour Cream Style,4047247037242,snacks,1.35,2024-05-18,2026-08-30,open-prices
ALDI,Aldi Mais,4047247495820,plant based foods and beverages,1.19,2024-06-17,2026-08-30,open-prices
ALDI,Aldi Mehl Weizenmehl 405 2x,4061458040846,plant based foods and beverages,0.59,2025-04-05,2026-08-30,open-prices
ALDI,Aldi Mini Hähnchenbrustfiletstücke Paprika,4061464795648,meats and their products,2.39,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Mini-Brotchips - Knoblauch,4061458212939,plant based foods and beverages,1.79,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Mini-Brotchips Meersalz,4061458212946,snacks,1.79,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Mini-Butterkeks Wilde Tiere,4061461518233,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Mini-Orange Cake,4061461518219,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Mini-Roma-Rispentomaten,4061464363939,plant based foods and beverages,1.59,2026-07-22,2026-08-30,open-prices
ALDI,Aldi Mini-Schokokeks,4061461518240,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Müsliriegel Erdnuss,4061462948732,snacks,1.49,2026-04-08,2026-08-30,open-prices
ALDI,Aldi Natives Olivenöl Bio,4061462872846,fette,6.95,2025-11-24,2026-08-30,open-prices
ALDI,Aldi Nord Selection Minis,4068263056116,snacks,3.49,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Nussbeisser Edel-Zartbitter,4047247102490,snacks,1.19,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Nusskati Nuss-Nougat-Creme,4061462066849,breakfasts,1.99,2026-04-08,2026-08-30,open-prices
ALDI,Aldi Nussknacker / Nussbeisser XXL,4061464487482,snacks,2.69,2024-04-25,2026-08-30,open-prices
ALDI,"Aldi Ofenbackfisch, knuspriger Backteig",4047247588195,seafood,1.89,2025-11-24,2026-08-30,open-prices
ALDI,Aldi PIZZ'AH Steinofen-Pizza Salami,4061462060304,meals,3.99,2024-05-08,2026-08-30,open-prices
ALDI,Aldi Paprika rot,4061458240819,plant based foods and beverages,1.49,2025-11-13,2026-08-30,open-prices
ALDI,Aldi Parmigiano,4047247731218,dairies,4.59,2025-04-17,2026-08-30,open-prices
ALDI,Aldi Pfirsiche,29062256,Lebensmittel,2.49,2024-06-21,2026-08-30,open-prices
ALDI,Aldi Pizza Hawaii,4047247029421,frozen foods,3.59,2024-05-08,2026-08-30,open-prices
ALDI,Aldi Pizza Speciale,4061458048217,frozen foods,3.59,2024-05-08,2026-08-30,open-prices
ALDI,Aldi Pizza Spinaci,4061458048149,frozen foods,3.59,2024-05-08,2026-08-30,open-prices
ALDI,Aldi Pizza Vier Käse,4047247029414,frozen foods,3.59,2024-10-01,2026-08-30,open-prices
ALDI,Aldi Porridge Hafermahlzeit Apfel-Zimt,4061464912250,plant based foods and beverages,1.69,2024-04-25,2026-08-30,open-prices
ALDI,Aldi Premium-Cookies Triple Chocolate,4061461479435,snacks,1.79,2026-07-22,2026-08-30,open-prices
ALDI,Aldi Rahm Mandel,4061458021647,snacks,2.39,2026-02-26,2026-08-30,open-prices
ALDI,Aldi Regionale Himbeeren,4061458270304,plant based foods and beverages,2.79,2025-05-24,2026-08-30,open-prices
ALDI,Aldi Reibekuchen,4061458047821,plant based foods and beverages,1.79,2024-10-12,2026-08-30,open-prices
ALDI,Aldi Rispentomaten,4061462622939,plant based foods and beverages,3.49,2026-04-18,2026-08-30,open-prices
ALDI,Aldi Romatomaten,29064366,plant based foods and beverages,1.99,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Rote Linsen,4068706417498,Lebensmittel,1.45,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Sandwich - Schinken & Gouda,4061459110333,sandwiches,1.99,2026-03-11,2026-08-30,open-prices
ALDI,Aldi Sandwich Pute & Ei,4061459110289,sandwiches,1.99,2026-03-11,2026-08-30,open-prices
ALDI,Aldi Sardinen in Sonnenblumenöl - Klassik,4061458020015,seafood,0.99,2024-06-17,2026-08-30,open-prices
ALDI,Aldi Sauerkraut mild aus Weißkohl,4061462918728,plant based foods and beverages,0.79,2024-06-17,2026-08-30,open-prices
ALDI,Aldi Schinken mit Pfeffer,4061458264570,meats and their products,2.19,2026-03-02,2026-08-30,open-prices
ALDI,Aldi Schoko-Butterkeks Vollmilch,4061461504229,snacks,1.59,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Schokoröllchen - Vollmilch,4061461490379,snacks,1.79,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Schokoröllchen - Zartbitter,4061461490355,snacks,1.79,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Schokowaffeln - Zartbitter,4061461504427,snacks,2.59,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Schokowaffeln Vollmilch,4061461504434,snacks,2.59,2026-05-22,2026-08-30,open-prices
ALDI,Aldi Sensation Mandel,4068706441417,desserts,3.29,2025-08-18,2026-08-30,open-prices
ALDI,Aldi Shogun-Mix,4047247108225,snacks,1.69,2026-03-06,2026-08-30,open-prices
ALDI,Aldi Speck Tradizionale,4061458206624,meats and their products,2.79,2025-09-15,2026-08-30,open-prices
ALDI,Aldi Speisezwiebel,4061459988208,plant based foods and beverages,1.39,2026-05-27,2026-08-30,open-prices
ALDI,Aldi Sweet patato chips,4068262079468,plant based foods and beverages,1.49,2026-03-27,2026-08-30,open-prices
ALDI,Aldi Thai-Chilis,4047247108232,snacks,1.69,2026-03-07,2026-08-30,open-prices
ALDI,Aldi The Wonder vegane Fischstäbchen,4061458235587,frozen foods,2.29,2024-05-18,2026-08-30,open-prices
ALDI,Aldi Tomaten gehackt,4061461968052,plant based foods and beverages,0.59,2026-04-18,2026-08-30,open-prices
ALDI,Aldi Tomatenmark 3-fach konzentriert,4061463307743,plant based foods and beverages,0.89,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Tonno,4061458048200,frozen foods,3.59,2024-05-08,2026-08-30,open-prices
ALDI,Aldi Tortelloni - Käse,4061458014847,plant based foods and beverages,1.89,2024-06-04,2026-08-30,open-prices
ALDI,Aldi Traders Joe’s Natural Nut-Mix,4068706093661,plant based foods and beverages,5.99,2026-03-07,2026-08-30,open-prices
ALDI,Aldi Vegane Mini-Schnitzel,4061462043604,meat alternatives,2.19,2026-07-22,2026-08-30,open-prices
ALDI,Aldi Wasabi-Erdnüsse,4047247108249,plant based foods and beverages,1.69,2026-03-06,2026-08-30,open-prices
ALDI,Aldi Weisse zarte Schokolade,4047247273442,snacks,0.89,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Wikinger-Waffeln,4047247165129,snacks,1.49,2026-05-07,2026-08-30,open-prices
ALDI,Aldi Zimt Chips,4061461370770,plant based foods and beverages,2.79,2026-03-11,2026-08-30,open-prices
ALDI,Aldi bio Gehackte Tomaten Kräuter,4061459112078,plant based foods and beverages,0.75,2025-11-24,2026-08-30,open-prices
ALDI,Aldi bio basmati Reis Vollkorn,4061459353716,plant based foods and beverages,2.35,2025-11-24,2026-08-30,open-prices
ALDI,All Seasons Cornichons,4068706903410,plant based foods and beverages,1.29,2026-05-07,2026-08-30,open-prices
ALDI,"All Seasons Kaiserkirschen, entsteint, leicht gezuckert",4068706812125,Lebensmittel,2.79,2026-03-27,2026-08-30,open-prices
ALDI,All Seasons Rahm-Spinat,4061458011228,plant based foods and beverages,0.89,2025-05-28,2026-08-30,open-prices
ALDI,"All Seasons Sauerkirschen entsteint, leicht gezuckert",4068706817120,Lebensmittel,3.69,2026-05-07,2026-08-30,open-prices
ALDI,Almare Heringsfilet Eier/Senf,4061459282757,Lebensmittel,1.09,2026-04-18,2026-08-30,open-prices
ALDI,Almare Heringsfilet Tomate,4061458029162,seafood,1.39,2024-06-04,2026-08-30,open-prices
ALDI,Almare Heringsfilets geteilt in Tomatensauce,4061462739293,seafood,0.99,2026-04-17,2026-08-30,open-prices
ALDI,Almare Seafood Matjes Blister,4047247423748,seafood,1.59,2024-06-04,2026-08-30,open-prices
ALDI,Almare Seafood Regenbogenforellenfilets über Eichenholzrauch heiß geräuchert,4061458016599,seafood,2.79,2024-06-21,2026-08-30,open-prices
ALDI,Almare Seafood lachs,4047247687317,seafood,2.09,2024-06-04,2026-08-30,open-prices
ALDI,Almare Thunfisch,4068706096617,seafood,1.29,2026-05-27,2026-08-30,open-prices
ALDI,Almare Thunfischfilets in eigenen Saft,4061462630682,seafood,1.29,2025-11-24,2026-08-30,open-prices
ALDI,Almette - Kräuter Leicht,4002671135537,dairies,0.99,2025-05-24,2026-08-30,open-prices
ALDI,Almighurt Mousse - Stracciatella,4002971281507,desserts,0.99,2024-10-12,2026-08-30,open-prices
ALDI,Alnatura Spinat &quot;Rahm&quot;,4061462880087,plant based foods and beverages,0.69,2026-04-18,2026-08-30,open-prices
ALDI,Alpen Schmaus Tiroler Speck,4070757026772,Lebensmittel,4.99,2026-01-08,2026-08-30,open-prices
ALDI,Appel Zarte Filets vom Hering,4020500922011,seafood,0.99,2026-01-08,2026-08-30,open-prices
ALDI,Appel Zarte Filets vom Hering,4020500922073,seafood,0.99,2026-01-08,2026-08-30,open-prices
ALDI,Appel Zarte Filets vom Hering in Eier-Senf-Creme,4020500922127,seafood,0.99,2026-01-08,2026-08-30,open-prices
ALDI,Asia Green Garden Kokosnussmilch Klassik,4061458004121,beverages and beverages preparations,1.19,2026-02-26,2026-08-30,open-prices
ALDI,Asia Green Garden Krabbenchips - Chili,4061458104029,snacks,1.19,2026-05-22,2026-08-30,open-prices
ALDI,Asia Green Garden Krabbenchips - Classic,4061458104012,snacks,1.19,2026-05-22,2026-08-30,open-prices
ALDI,Asia Green Garden Mie Nudeln,4061462362415,plant based foods and beverages,0.89,2025-11-08,2026-08-30,open-prices
ALDI,BOM-BAR POM-BÄR Original,4000522105210,snacks,1.79,2025-08-18,2026-08-30,open-prices
ALDI,BON-RI Jasminreis,4061458002684,plant based foods and beverages,1.99,2026-05-27,2026-08-30,open-prices
ALDI,Back Family Marzipanrohmasse,4061458138628,snacks,1.2,2024-06-21,2026-08-30,open-prices
ALDI,"Bad Reichenhaller Alpen JodSalz, Fluorid, Folsäure",4001475105609,condiments,0.85,2026-05-22,2026-08-30,open-prices
ALDI,Bad Reichenhaller Alpensalz,4001475101601,condiments,0.75,2026-05-22,2026-08-30,open-prices
ALDI,Bad Reichenhaller Alpensalz Vorratspack,4001475101632,condiments,0.99,2026-05-07,2026-08-30,open-prices
ALDI,Bahlsen Pick Up! Choco & Milk,4017100381812,Lebensmittel,3.49,2026-05-07,2026-08-30,open-prices
ALDI,Bahlsen Pick Up! Original,4017100381317,snacks,3.49,2026-05-07,2026-08-30,open-prices
ALDI,Balconi Rollino Milch,4061461662424,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Barilla Lasagne,8076809523738,plant based foods and beverages,1.69,2025-08-18,2026-08-30,open-prices
ALDI,Barilla Nudeln Farfalle 65,8076809580144,plant based foods and beverages,1.69,2025-08-18,2026-08-30,open-prices
ALDI,Barilla Pâtes linguine collezione 500g,8076809523509,plant based foods and beverages,1.69,2025-08-18,2026-08-30,open-prices
ALDI,Barissimo Kaffee Gold,4047247720731,beverages and beverages preparations,5.99,2025-04-17,2026-08-30,open-prices
ALDI,Barissimo Kaffee Mild,4047247996167,beverages and beverages preparations,5.99,2025-04-17,2026-08-30,open-prices
ALDI,Bellasan Natives Olivenöl Extra,4061462150685,plant based foods and beverages,8.99,2024-10-01,2026-08-30,open-prices
ALDI,Bellasan Natives Olivenöl Extra,4069365382097,plant based foods and beverages,7.99,2026-05-27,2026-08-30,open-prices
ALDI,Bellasan Reines Rapsöl,4061458024815,plant based foods and beverages,1.49,2025-11-13,2026-08-30,open-prices
ALDI,Bellasan Sonnenblumenöl,4061458024808,plant based foods and beverages,1.49,2024-06-04,2026-08-30,open-prices
ALDI,Big Burrito Chicken TexMex,4000647576926,sandwiches,2.99,2024-05-18,2026-08-30,open-prices
ALDI,Bihophar Holunder in Honig,4055500012523,snacks,4.99,2026-05-07,2026-08-30,open-prices
ALDI,Bihophar Sanddorn in Blütenhonig,4055500012004,breakfasts,4.99,2026-05-07,2026-08-30,open-prices
ALDI,"Bio Zitronen, Primfiori",22160195,plant based foods and beverages,2.29,2024-10-01,2026-08-30,open-prices
ALDI,Bio+ Berglinsen,4068706417504,plant based foods and beverages,1.45,2026-04-18,2026-08-30,open-prices
ALDI,Bio+ Bio-Cashewbruch,4061461339661,plant based foods and beverages,2.19,2025-11-24,2026-08-30,open-prices
ALDI,Bio+ Bio-Feta,4061458005548,dairies,2.65,2025-11-13,2026-08-30,open-prices
ALDI,Bio+ Buchweizen,4069365716489,Lebensmittel,1.69,2026-04-17,2026-08-30,open-prices
ALDI,"Bio+ Edelbitter Schokolade, 70 % Kakao",4061461943639,snacks,1.85,2025-09-09,2026-08-30,open-prices
ALDI,Bio+ Frische Bergbauern Heumilch,4061458064514,dairies,1.45,2025-11-08,2026-08-30,open-prices
ALDI,Bio+ Griechische Bio-Oliven Sorte Kalamata,4061459188912,plant based foods and beverages,1.69,2025-05-24,2026-08-30,open-prices
ALDI,Bio+ Vollkorn Penne,4061461208103,plant based foods and beverages,0.85,2025-10-04,2026-08-30,open-prices
ALDI,Bio+ Zitrone,4068706442445,beverages and beverages preparations,0.79,2026-05-27,2026-08-30,open-prices
ALDI,Bio-Gouda gerieben,4047247785815,dairies,1.59,2025-11-08,2026-08-30,open-prices
ALDI,Bio-Gurke,4061458241434,plant based foods and beverages,0.59,2025-05-24,2026-08-30,open-prices
ALDI,Biscotto Belgische Butterwaffel Gebäck Vanillecremefüllung,4069365399330,snacks,1.49,2026-05-07,2026-08-30,open-prices
ALDI,Biscotto Haferflocken-Gebäck,4061461488215,snacks,3.99,2025-08-18,2026-08-30,open-prices
ALDI,Biscotto Karamell Waffeln,4047247078917,snacks,2.99,2026-03-07,2026-08-30,open-prices
ALDI,Biscotto Mini Cookies Mischgebäck,4069365123591,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Biscotto Schoko & Keks Sticks,4061461516895,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Biscotto Schoko & Keks Sticks - Milchschokolade,4061461516888,snacks,1.49,2026-05-22,2026-08-30,open-prices
ALDI,Biscotto Schoko Butterkeks,4061461504236,snacks,1.59,2025-08-18,2026-08-30,open-prices
ALDI,Biscotto Vulkano Waffeln,4068263064357,snacks,1.49,2026-05-07,2026-08-30,open-prices
ALDI,Biscuits Fourrés KINDER Cards Lait et Cacao 2x5 - 128g,8000500269169,snacks,2.89,2025-04-05,2026-08-30,open-prices
ALDI,Bresso - Kirschtomaten & Chili,4000400008602,dairies,2.39,2026-03-11,2026-08-30,open-prices
ALDI,Bresso Grüner Pfeffer,4000400008633,dairies,2.39,2026-03-11,2026-08-30,open-prices
ALDI,Bresso Kräuter der Provence,4000400008053,dairies,2.39,2026-03-11,2026-08-30,open-prices
ALDI,Bresso Leichtgenuss feine Kräuter,4045357099136,dairies,2.39,2026-03-11,2026-08-30,open-prices
ALDI,Brüggen Nut Flakes,4061464176454,plant based foods and beverages,2.79,2026-03-11,2026-08-30,open-prices
ALDI,Brüggen Schoko-Müsli,4061464833821,plant based foods and beverages,2.49,2026-03-11,2026-08-30,open-prices
ALDI,Buss Fertiggerichte Thai-Suppe,4061458009867,canned foods,1.29,2026-04-08,2026-08-30,open-prices
ALDI,CORNY Schokoladenriegel Schoko Banane,4011800523213,snacks,2.39,2026-04-08,2026-08-30,open-prices
ALDI,CUCINA Gnocchi - Spinat & Basilikum,4061462648199,plant based foods and beverages,1.99,2025-10-04,2026-08-30,open-prices
ALDI,CUCINA Prosciutto Cotto,4061458015998,meats and their products,2.49,2024-10-01,2026-08-30,open-prices
ALDI,Captain Morgan Captain Morgen Dark Rum,5000281022482,beverages and beverages preparations,9.99,2026-05-07,2026-08-30,open-prices
ALDI,Carrefour BIO ALDI GUT BIO Huhn Klare Brühe mit Hühnerbrühe Bio-Brühe  Ergiebigkeit ca.7 Liter kontrolliert ökologische ,4061458005791,dried products,1.19,2024-06-17,2026-08-30,open-prices
ALDI,Choceur Aldi-Gipfel,4061462452772,snacks,1.49,2025-11-24,2026-08-30,open-prices
ALDI,Choceur Cocoa Frappe Drink Salted Caramel,4068706794100,Lebensmittel,1.79,2025-08-18,2026-08-30,open-prices
ALDI,Choceur Coconut Bits MINIS,4061458042871,Lebensmittel,3.49,2025-08-18,2026-08-30,open-prices
ALDI,Choceur Feinherb Nuss,4061458021692,snacks,2.39,2026-02-26,2026-08-30,open-prices
ALDI,Choceur Honig Salz Mandel Schokolade,4061458141871,snacks,2.39,2026-02-26,2026-08-30,open-prices
ALDI,Choceur Knusperriegel Vollmilch,4061458022156,snacks,2.29,2026-05-07,2026-08-30,open-prices
ALDI,Choceur Mandelbeisser Edel-Vollmilchschokolade,4047247191722,snacks,1.19,2026-05-07,2026-08-30,open-prices
ALDI,Choceur Mandelbeisser Weisse Schokolade,4047247191746,snacks,1.19,2026-05-07,2026-08-30,open-prices
ALDI,Choceur Mandelbeisser Zartbitterschokolade,4047247191739,snacks,1.19,2026-05-07,2026-08-30,open-prices
ALDI,Choceur Mini-Tafeln - Edelrahm,4061458021784,snacks,2.59,2026-05-22,2026-08-30,open-prices
ALDI,Choceur Mini-Tafeln - Vollmilch-Nuss,4061458021807,snacks,2.59,2026-05-22,2026-08-30,open-prices
