retailer,product_name,ean_barcode,category,price_eur,price_date,collected_at,source
Lidl,Kerrygold Extra XXL,,Angebot · Butter,2.66,2026-09-06,2026-08-30,marktguru-offers
Lidl,Kerrygold Käsescheiben,,Angebot · Käse,1.49,2026-09-09,2026-08-30,marktguru-offers
Lidl,Kinderkraft Kinderwagen GRANDE Classic,,Angebot · Kinderwagen,109.0,2026-08-30,2026-08-30,marktguru-offers
Lidl,Knorr Fix,,Angebot · Gewürzmischungen,0.49,2026-09-06,2026-08-30,marktguru-offers
Lidl,Korol Premium Vodka,,Angebot · Wodka,6.66,2026-08-30,2026-08-30,marktguru-offers
Lidl,"Krombacher GT-Mobility - Tankstelle , KFZ-Service , Abschlepp- & Bergedienst",4008287050134,beverages and beverages preparations,0.95,2025-04-26,2026-08-30,open-prices
Lidl,Krups Kaffeevollautomat LattEspress EA8298,,Angebot · Kaffeemaschinen,369.0,2026-08-30,2026-08-30,marktguru-offers
Lidl,Krups Kaffeevollautomat Sensation EA910A10,,Angebot · Kaffeemaschinen,333.0,2026-09-06,2026-08-30,marktguru-offers
Lidl,Küstennebel Sternanis Likör,,Angebot · Vatertag,6.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,LIDL Früchte Hafer-Müsli,20071943,plant based foods and beverages,2.49,2026-07-31,2026-08-30,open-prices
Lidl,LIDL Giovanni Rana GOURMET Cappeletti Prosciutto di Parma 500g 3.49€ 1kg 6.98€,8001665727648,plant based foods and beverages,3.99,2025-06-03,2026-08-30,open-prices
Lidl,Laiterie de le Montagne Tomme de Montagne,,Angebot · Käse,3.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Landliebe Haltbare Landmilch,,Angebot · Milch,0.95,2026-09-06,2026-08-30,marktguru-offers
Lidl,Landliebe Joghurt,,Angebot · Joghurt,1.11,2026-09-09,2026-08-30,marktguru-offers
Lidl,Langnese Cremissimo Eis,,Angebot · Eis,1.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Langnese Magnum Eis,,Angebot · Eis,2.99,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lay's Chili und Lime Chips,4062139026333,plant based foods and beverages,1.11,2026-07-31,2026-08-30,open-prices
Lidl,Lay's Chips,,Angebot · Chips,0.99,2026-09-10,2026-08-30,marktguru-offers
Lidl,Lay's aus dem Ofen Geröstete Paprika,4062139005536,plant based foods and beverages,0.99,2025-09-17,2026-08-30,open-prices
Lidl,Leerdammer® Feine Scheiben zart-würzig,8721800401553,dairies,1.69,2024-08-05,2026-08-30,open-prices
Lidl,Lenor Wäscheparfüm,,Angebot · Waschmittel,5.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Les Surgelés Eclair,,Angebot · Tiefkühlbackwaren & -feingebäck,2.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lidanis Pastis,,Angebot · Liköre,8.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lidl Ajvar jemný,4056489317197,plant based foods and beverages,4.99,2026-01-28,2026-08-30,open-prices
Lidl,Lidl Backshop Apfel Berliner,,Angebot · Kuchen & Feinbackwaren,3.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Apfeltasche,,Angebot · Kuchen & Feinbackwaren,1.38,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Bio Vollkorn-Körner­-Krusti,,Angebot · Brötchen,0.98,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Buttercroissant,,Angebot · Kuchen & Feinbackwaren,0.98,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Flammkuchen,,Angebot · Warme Speisen,0.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Krustenbrot,,Angebot · Brot,1.35,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Käselaugenstange,,Angebot · Brötchen,1.18,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Laugeneck,,Angebot · Kuchen & Feinbackwaren,1.7,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Mini-Calzone Margherita,,Angebot · Snacks und Imbiss,1.29,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Nuss Nougat Berliner,,Angebot · Kuchen & Feinbackwaren,0.59,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Nuss-Nougat-Croissant,,Angebot · Kuchen & Feinbackwaren,1.38,2026-08-30,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Pizza Donut Margherita,,Angebot · Warme Speisen,0.99,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Backshop Weltmeisterbrötchen,,Angebot · Brötchen,0.78,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lidl Bio Hafermilch,4056489983477,beverages and beverages preparations,0.9,2025-12-27,2026-08-30,open-prices
Lidl,Lidl Bowl Toskana,4056489920496,Lebensmittel,2.99,2025-10-25,2026-08-30,open-prices
Lidl,Lidl Buddha Bowl Mit Soja Dressing,8711393000974,meals,3.69,2025-10-01,2026-08-30,open-prices
Lidl,Lidl Champignons Bio,20979508,plant based foods and beverages,2.19,2025-04-09,2026-08-30,open-prices
Lidl,Lidl Chickpea fusilli,4056489290667,plant based foods and beverages,1.59,2024-03-01,2026-08-30,open-prices
Lidl,Lidl Choco Duo Himbeergeschmack,4335619318090,breakfasts,1.4,2026-07-29,2026-08-30,open-prices
Lidl,Lidl Cocktail-Strauch-Tomaten,4056489012160,plant based foods and beverages,1.79,2024-08-07,2026-08-30,open-prices
Lidl,Lidl Cocktailstrauchtomaten,20891985,plant based foods and beverages,1.49,2025-04-09,2026-08-30,open-prices
Lidl,Lidl Dattelcherrytomaten,20316488,plant based foods and beverages,2.49,2025-08-21,2026-08-30,open-prices
Lidl,Lidl Deluxe Cantuccini mit Haselnüssen 20203467 Kekse mit Haselnüssen,20203467,snacks,2.49,2026-07-31,2026-08-30,open-prices
Lidl,Lidl Deluxe Weiche Torrone,20569679,snacks,1.99,2026-07-31,2026-08-30,open-prices
Lidl,Lidl Edel Lachs,4056489028918,seafood,8.49,2025-04-17,2026-08-30,open-prices
Lidl,Lidl Erdbeeren,20241971,plant based foods and beverages,0.99,2026-04-09,2026-08-30,open-prices
Lidl,Lidl Fischstäbchen,20155087,seafood,2.49,2025-07-05,2026-08-30,open-prices
Lidl,Lidl Fleischwurst,4056489578925,meats and their products,2.99,2025-03-13,2026-08-30,open-prices
Lidl,Lidl Frische Bio Eier,4056489292463,Lebensmittel,3.29,2024-08-05,2026-08-30,open-prices
Lidl,Lidl Halloween Wednesday Zungenfärber Bonbons,4056489531340,snacks,1.27,2025-10-30,2026-08-30,open-prices
Lidl,Lidl Harzer Käse,20198268,dairies,1.59,2026-07-29,2026-08-30,open-prices
Lidl,"Lidl High Protein Grießpudding, Pur",4335619009394,dairies,1.69,2025-12-13,2026-08-30,open-prices
Lidl,Lidl High Protein Schoko Grießpudding,4335619009417,dairies,1.69,2026-01-08,2026-08-30,open-prices
Lidl,Lidl Kartoffeln festkochend,20399689,plant based foods and beverages,1.69,2025-03-28,2026-08-30,open-prices
Lidl,Lidl Milbona Bio Fruchtjoghurt mild Himbeere-Holunderbeere,4056489014096,dairies,1.19,2024-09-07,2026-08-30,open-prices
Lidl,Lidl Premium Alaska Sockeye Wildlachs,4056489972624,seafood,2.99,2024-08-07,2026-08-30,open-prices
Lidl,Lidl Radler naturtrüb alkoholfrei,42413912,beverages and beverages preparations,0.49,2024-12-04,2026-08-30,open-prices
Lidl,Lidl Red onions,20250416,plant based foods and beverages,1.29,2025-04-22,2026-08-30,open-prices
Lidl,Lidl Regenbogen Forellenfilets,4056489417910,seafood,2.79,2024-08-26,2026-08-30,open-prices
Lidl,Lidl Rocha Birnen,4056489616146,plant based foods and beverages,2.29,2025-11-08,2026-08-30,open-prices
Lidl,Lidl Romaine Hearts,20379735,Sałat,0.85,2025-12-22,2026-08-30,open-prices
Lidl,Lidl Soft baked cookies Weiße Schokolade & Zitrone,20301804,snacks,1.59,2024-09-07,2026-08-30,open-prices
Lidl,Lidl Superfood Müsli Haselnuss-Feige,4056489036746,plant based foods and beverages,3.29,2025-12-13,2026-08-30,open-prices
Lidl,Lidl Thunfisch Filets in Sonnenblumenöl,4056489254676,seafood,1.29,2026-04-04,2026-08-30,open-prices
Lidl,Lidl Thunfischsalat,4056489371816,meals,1.99,2024-03-01,2026-08-30,open-prices
Lidl,Lidl Weißer Knoblauch,20194987,plant based foods and beverages,1.49,2025-04-19,2026-08-30,open-prices
Lidl,Lidl rajčica mini grappolo,20242145,plant based foods and beverages,1.99,2025-12-06,2026-08-30,open-prices
Lidl,Lidl veganes Schnitzel paniert,4056489790457,meat alternatives,1.99,2025-04-19,2026-08-30,open-prices
Lidl,Lieken Urkorn Fitnessbrot mit 5 % Ölsaaten,4009249002277,plant based foods and beverages,1.69,2024-03-01,2026-08-30,open-prices
Lidl,Lillet Blanc,,Angebot · Likörweine,10.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Duschtuch,4052916785065,Lebensmittel,3.59,2026-03-05,2026-08-30,open-prices
Lidl,Livarno Home Bad-Hochschrank Oslo,,Angebot · Badmöbel,44.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Livarno Home Bad-Seitenschrank Oslo,,Angebot · Badmöbel,29.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Livarno Home Bad-Spiegelschrank Oslo,,Angebot · Badmöbel,39.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Livarno Home Deko-Figur,,Angebot · Deko,1.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Deko-Girlande,,Angebot · Deko,1.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Deko-Wichtel,,Angebot · Weihnachtsdeko,4.49,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Dekokissen Set Kürbis Bouclé,,Angebot · Heimtextilien,9.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Duftkerze,,Angebot · Kerzen,3.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Duftlichter,,Angebot · Kerzen,1.29,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Esszimmertisch,,Angebot · Tische,89.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Fleece-Plaid,,Angebot · Heimtextilien,1.79,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Frottier-Set,,Angebot · Heimtextilien,12.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Livarno Home Herbstdeko,,Angebot · Deko,9.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Kuscheldecke,,Angebot · Heimtextilien,7.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home LED-Deckenleuchte,,Angebot · Leuchten,14.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home LED-Deko,,Angebot · Deko,4.49,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home LED-Deko Gesteck,,Angebot · Deko,4.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home LED-Deko-Häuschen,,Angebot · Deko,2.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home LED-Windlicht,,Angebot · Gartenbeleuchtung,7.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Läufer,,Angebot · Teppiche,9.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Matratzenauflage,,Angebot · Matratzen,19.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Memory-Foam-Steißbeinkissen,,Angebot · Heimtextilien,7.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Monitorerhöhung,,Angebot · Computerzubehör,7.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Polsterbank,,Angebot · Sitzbänke,59.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Schmutzfangmatte,,Angebot · Teppiche,1.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Schreibtisch,,Angebot · Büromöbel,49.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Stehhilfe,,Angebot · Büromöbel,49.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Stumpenkerzen,,Angebot · Kerzen,3.29,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Home Tagesdecke,,Angebot · Heimtextilien,9.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Topper,,Angebot · Matratzen,79.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Livarno Home Waschbeckenunterschrank Oslo,,Angebot · Badmöbel,29.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Livarno Living Esszimmerstühle,,Angebot · Stühle,54.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Livarno Lux LED-Lichtband,,Angebot · Leuchten,3.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Loacker Classic XXL,,Angebot · Kekse,2.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lord Nelson Bio Tee,,Angebot · Tee,1.39,2026-08-30,2026-08-30,marktguru-offers
Lidl,"Lorenz Salziges, Saltletts VollkornSticks",4018077683015,snacks,1.19,2025-04-28,2026-08-30,open-prices
Lidl,Lupilu 2 Baby-Jogginghosen,,Angebot · Kinder- und Babybekleidung,3.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu 3 Baby-Bodys,,Angebot · Kinder- und Babybekleidung,4.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu 5 Paar Baby Söckchen,,Angebot · Kinder- und Babybekleidung,2.49,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Baby-Hausschuhe,,Angebot · Kinder- und Babybekleidung,4.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Baby-Schlafsack,,Angebot · Kinder- und Babybekleidung,7.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Baby-Strickhose,,Angebot · Kinder- und Babybekleidung,4.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Baby-Strickjacke,,Angebot · Kinder- und Babybekleidung,4.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Bio Baby-­Schlafoveralls,,Angebot · Kinder- und Babybekleidung,6.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Denimjogger,,Angebot · Kinder- und Babybekleidung,3.49,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Feinstrickpullover,,Angebot · Kinder- und Babybekleidung,6.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Funktionshose,,Angebot · Kinder- und Babybekleidung,6.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Funktionsjacke,,Angebot · Kinder- und Babybekleidung,6.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Leggings,,Angebot · Kinder- und Babybekleidung,3.29,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Sweathose,,Angebot · Kinder- und Babybekleidung,3.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder Sweatpullover,,Angebot · Kinder- und Babybekleidung,3.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder-Jeggings,,Angebot · Kinder- und Babybekleidung,4.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder-Pyjama,,Angebot · Kinder- und Babybekleidung,4.49,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kinder-Sweatkleid,,Angebot · Kinder- und Babybekleidung,5.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Kleinkinder-Socken 7 Paar,,Angebot · Kinder- und Babybekleidung,2.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Lupilu Mein erstes Bilder- und Beißbuch,,Angebot · Bücher,2.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Premium Baby-Wolloverall,,Angebot · Kinder- und Babybekleidung,24.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Lupilu Premium Softshelljacke,,Angebot · Kinder- und Babybekleidung,12.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Luxxon E-Roller E3000,,Angebot · Roller,1499.0,2026-09-06,2026-08-30,marktguru-offers
Lidl,Lübzer Pils,42140863,beverages and beverages preparations,0.65,2025-04-17,2026-08-30,open-prices
Lidl,MM Extra Sekt,,Angebot · Sekt,2.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Maggi 5 Minuten Terrine,,Angebot · Instantgerichte,0.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Maggi Fix,,Angebot · Gewürzmischungen,0.49,2026-09-02,2026-08-30,marktguru-offers
Lidl,Magnum CAW 8x 100ml,8711327621176,desserts,3.49,2026-07-08,2026-08-30,open-prices
Lidl,Malibu Cocktails,,Angebot · Cocktails,1.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Maltesers Maxi-Pack,,Angebot · Schokoladen,3.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Mangaroca Batida de Coco Liqueur,,Angebot · Liköre,7.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Maribel Aprikosenmarmelade,4056489856238,plant based foods and beverages,1.09,2024-06-22,2026-08-30,open-prices
Lidl,Maribel Bio Erdnussmus,4335619036994,plant based foods and beverages,1.85,2025-10-30,2026-08-30,open-prices
Lidl,Maribel Bio Erdnussmus Crunchy,4335619037007,plant based foods and beverages,1.85,2026-02-24,2026-08-30,open-prices
Lidl,Maribel Confiture extra fraise bio,20114671,plant based foods and beverages,1.29,2024-08-05,2026-08-30,open-prices
Lidl,Maribel Deutscher Blüten Honig,4260096392168,breakfasts,3.99,2025-11-15,2026-08-30,open-prices
Lidl,Maribel Meruňkový džem,20114701,plant based foods and beverages,1.29,2024-08-05,2026-08-30,open-prices
Lidl,Mars Celebrations,,Angebot · Schokoladen,3.49,2026-09-09,2026-08-30,marktguru-offers
Lidl,Mars extra Professional White Himbeere Granatapfel,4009900544177,snacks,3.45,2024-12-04,2026-08-30,open-prices
Lidl,Maybach Grauer Burgunder,,Angebot · Weissweine,11.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,McEnnedy American Style Chicken strips with Curry Dip,20143077,meats and their products,3.99,2025-10-25,2026-08-30,open-prices
Lidl,McEnnedy Peanut Butter Smooth,4335619091610,plant based foods and beverages,2.79,2026-07-31,2026-08-30,open-prices
Lidl,Meggle Baguette Kräuter Butter,4034900032652,Lebensmittel,1.99,2025-04-28,2026-08-30,open-prices
Lidl,Meggle Knoblauchbrot XXL,4034900032256,plant based foods and beverages,1.79,2025-04-28,2026-08-30,open-prices
Lidl,Mekka Dates Datteln,,Angebot · Trockenobst,1.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Melitta Barista,,Angebot · Kaffee,11.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Menken Premium Küchenblock,,Angebot · Küchen,1399.0,2026-09-02,2026-08-30,marktguru-offers
Lidl,Meßmer Tee,,Angebot · Tee,1.49,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona BIO Organic COTTAGE CHEESE,4056489187813,dairies,1.15,2025-12-13,2026-08-30,open-prices
Lidl,Milbona Banana paradise food in a bottle,4056489920144,meals,2.49,2024-06-22,2026-08-30,open-prices
Lidl,Milbona Bio Cremiger Joghurt,,Angebot · Joghurt,1.79,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Bio Feta,4056489844334,dairies,2.12,2026-03-05,2026-08-30,open-prices
Lidl,Milbona Bio Joghurt mit Knuspermüsli,,Angebot · Joghurt,0.95,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Bio-Käsescheiben,,Angebot · Käse,1.79,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Bio-Schlagsahne,,"Angebot · Sahne, Schmand und Crème fraîche",1.19,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Butterkäse,,Angebot · Käse,1.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Butterschmalz,4056489108184,dairies,5.39,2026-03-05,2026-08-30,open-prices
Lidl,Milbona Café latte Espresso,20036911,beverages and beverages preparations,0.75,2026-07-28,2026-08-30,open-prices
Lidl,Milbona Cheddar,,Angebot · Käse,1.79,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Creme Fraiche,20816544,dairies,0.99,2025-06-18,2026-08-30,open-prices
Lidl,Milbona Emmentaler in Scheiben,20851255,dairies,2.59,2024-08-26,2026-08-30,open-prices
Lidl,Milbona Fettarmer Kefir mild,4335619223653,beverages and beverages preparations,0.99,2025-10-25,2026-08-30,open-prices
Lidl,Milbona Fettarmer Kefir mild,4056489109570,beverages and beverages preparations,0.79,2025-12-27,2026-08-30,open-prices
Lidl,Milbona Food in a Bottle - Berry Island,4056489920151,meals,2.49,2024-06-22,2026-08-30,open-prices
Lidl,Milbona Frischkäsebecher,,Angebot · Käse,1.19,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Fruchtjoghurt,,Angebot · Joghurt,0.59,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Gorgonzola DOP mild,20053468,dairies,1.81,2024-08-26,2026-08-30,open-prices
Lidl,Milbona Gouda Holland,,Angebot · Käse,2.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Gouda Scheiben,4056489691334,dairies,2.29,2025-01-09,2026-08-30,open-prices
Lidl,Milbona Haltbare Fettarme Milch,,Angebot · Milch,8.5,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Hartkäse Grana padano,4056489616436,dairies,4.85,2025-04-10,2026-08-30,open-prices
Lidl,Milbona High Protein Banane Joghurterzeugnis,4056489751076,dairies,0.79,2024-08-05,2026-08-30,open-prices
Lidl,Milbona High Protein Chocolate Flavour Pudding,4056489216162,dairies,0.99,2024-08-05,2026-08-30,open-prices
Lidl,Milbona High Protein Chocolate Rice Puddibg,4056489857341,dairies,0.79,2024-04-10,2026-08-30,open-prices
Lidl,Milbona High Protein Grieß Zimt,4056489955122,dairies,0.69,2024-04-10,2026-08-30,open-prices
Lidl,Milbona High Protein Pudding Haselnut Flavour,4056489472261,desserts,0.99,2025-12-13,2026-08-30,open-prices
Lidl,Milbona High Protein Pudding Pistaziengeschmack,4056489618911,desserts,0.89,2026-03-25,2026-08-30,open-prices
Lidl,Milbona High Protein Quark Creme Vanille,4335619151185,dairies,1.79,2025-11-15,2026-08-30,open-prices
Lidl,Milbona High Protein Quark-Creme Erdbeere,4335619151208,dairies,1.79,2025-10-30,2026-08-30,open-prices
Lidl,Milbona High Protein Quark-Creme Pfirsich-Maracuja,4335619151215,dairies,1.79,2025-10-25,2026-08-30,open-prices
Lidl,Milbona High Protein Rice Pudding Choco-banana,4056489857365,desserts,0.79,2024-12-04,2026-08-30,open-prices
Lidl,Milbona High protein grießpudding Zimt,4056489726388,dairies,0.69,2024-03-01,2026-08-30,open-prices
Lidl,Milbona High protein vanilla pudding,4056489920069,dairies,1.59,2025-10-30,2026-08-30,open-prices
Lidl,Milbona Irische Butter,4056489849742,dairies,2.79,2024-08-26,2026-08-30,open-prices
Lidl,Milbona Joghurt mild,4056489857068,dairies,0.95,2024-08-07,2026-08-30,open-prices
Lidl,Milbona Käse,,Angebot · Käse,1.39,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Käse Grana Padano,4056489043157,dairies,2.59,2024-08-26,2026-08-30,open-prices
Lidl,Milbona Maasdam Caractère,20614089,dairies,1.79,2024-08-26,2026-08-30,open-prices
Lidl,Milbona Maasdamer,4056489030782,dairies,2.49,2024-08-07,2026-08-30,open-prices
Lidl,Milbona Maasdamer Käse Scheiben,4056489691341,dairies,2.19,2024-08-07,2026-08-30,open-prices
Lidl,Milbona Mascarpone,,Angebot · Käse,1.49,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Milch Laktosefrei,4056489939481,beverages and beverages preparations,1.29,2025-06-24,2026-08-30,open-prices
Lidl,Milbona Parmigiano Reggiano,,Angebot · Käse,2.79,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Peach-Passion Fruit Quark-Based,4056489216247,dairies,0.89,2024-12-04,2026-08-30,open-prices
Lidl,Milbona Protein Quark Creme Vanille,4056489601616,dairies,1.99,2025-10-25,2026-08-30,open-prices
Lidl,Milbona SKYR NATUR,4335619353992,dairies,2.49,2026-07-29,2026-08-30,open-prices
Lidl,Milbona Saure Sahne,20816568,dairies,0.69,2025-09-15,2026-08-30,open-prices
Lidl,Milbona Schlagsahne,,"Angebot · Sahne, Schmand und Crème fraîche",1.19,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Schmelzkäsezubereitung,,Angebot · Käse,1.69,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milbona Skyr,4056489012788,dairies,1.49,2024-12-04,2026-08-30,open-prices
Lidl,Milbona Skyr Erdbeere,4056489118206,dairies,1.39,2025-01-09,2026-08-30,open-prices
Lidl,Milbona Skyr Himbeer-Cranberry,4056489090045,dairies,1.69,2024-08-05,2026-08-30,open-prices
Lidl,Milbona Skyr Natur,4335619343870,dairies,1.29,2026-08-29,2026-08-30,open-prices
Lidl,Milbona Skyr Vanille,4056489118190,dairies,1.39,2025-01-09,2026-08-30,open-prices
Lidl,Milbona Speisequark,,Angebot · Käse,0.99,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Süßrahmbutter,,Angebot · Butter,2.69,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milbona Yogur High Protein Coco,4056489685937,dairies,0.79,2026-03-25,2026-08-30,open-prices
Lidl,"Milbona haltbare Vollmilch 3,5% Fett",4056489848950,dairies,1.09,2025-11-08,2026-08-30,open-prices
Lidl,Milka Pralines Milchcreme,7622210598080,snacks,1.99,2025-04-17,2026-08-30,open-prices
Lidl,Milka Pralinés,,Angebot · Schokoladen,1.99,2026-09-02,2026-08-30,marktguru-offers
Lidl,Milka Riegel,,Angebot · Schokoladen,1.99,2026-09-09,2026-08-30,marktguru-offers
Lidl,Milka Schokolade,,Angebot · Schokoladen,2.99,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milka chocolate Hazelnuts,4025700001023,snacks,1.49,2024-10-28,2026-08-30,open-prices
Lidl,Milram Buttermilch-Drink,,Angebot · Milch,1.29,2026-09-06,2026-08-30,marktguru-offers
Lidl,Milram Frühlings Quark,,Angebot · Käse,1.99,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milram XXL Käsescheiben,,Angebot · Käse,2.89,2026-08-30,2026-08-30,marktguru-offers
Lidl,Milram Zaziki,40466323,condiments,1.99,2026-04-09,2026-08-30,open-prices
Lidl,Minis mars Twix,5000159561204,snacks,5.39,2024-06-12,2026-08-30,open-prices
Lidl,Mionetto Prosecco Treviso Brut,,Angebot · Valentinstag,6.49,2026-08-30,2026-08-30,marktguru-offers
Lidl,Mister Choc Duo Schoko Creme XXL,,Angebot · Schokoaufstrich,3.39,2026-08-30,2026-08-30,marktguru-offers
Lidl,Mister Choc Schoko-Bananen,,Angebot · Schokoladen,1.99,2026-09-06,2026-08-30,marktguru-offers
Lidl,Mochis,3760278209983,desserts,3.99,2024-06-12,2026-08-30,open-prices
Lidl,Monster Energy Energy Drink,,Angebot · Softdrinks,0.89,2026-09-09,2026-08-30,marktguru-offers
Lidl,Monster Energy Original,5060335635228,beverages and beverages preparations,0.99,2025-04-24,2026-08-30,open-prices
Lidl,Moët & Chandon Rosé Impérial Champagner,,Angebot · Muttertag,49.99,2026-08-22,2026-08-30,marktguru-offers
